Index,Carrier,Year,Service category,Request,Code type,Code,Description of service,Number of requests per code,Approval rate,Initially denied then approved - approval rate,Expedited - Avg response time,Standard - Avg response time,Extenuating circumstances - Avg response time,Expedited - Number of requests,Standard - Number of requests,Extenuating circumstances - Number of requests,Drug class,Drug name,Drug code
4782,Carrier B,2022,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the plan year,CPT,22802,"Arthrodesis, posterior, for spinal deformity, with or without cast; 7 to 12 vertebral segments",3,0.67,,,69.37639917,,,3,,NA,NA,NA
4783,Carrier B,2022,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the plan year,HCPC,S2068,Breast diep flag reconstruct,3,0,,0.086522222,0.785751388,,1,2,,NA,NA,NA
4784,Carrier B,2022,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the plan year,CPT,11971,Removal of tissue expander without insertion of implant,3,0,,0.0866175,0.788512082,,1,2,,NA,NA,NA
4785,Carrier B,2022,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the plan year,CPT,43280,"Laparoscopy, surgical, esophagogastric fundoplasty (eg, nissen, toupet procedures)",3,0.67,,,139.3575947,,,3,,NA,NA,NA
4786,Carrier B,2022,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the plan year,CPT,49000,"Exploratory laparotomy, exploratory celiotomy with or without biopsy(s) (separate procedure)",3,0,,0.080127778,0.764777778,,1,2,,NA,NA,NA
4787,Carrier B,2022,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the plan year,CPT,22842,"Posterior segmental instrumentation (eg, pedicle fixation, dual rods with multiple hooks and sublaminar wires); 3 to 6 vertebral segments (list separately in addition to code for primary procedure)",3,0.67,,,49.1706165,,,3,,NA,NA,NA
4788,Carrier B,2022,Inpatient Med-Surg,Codes with the highest total number of prior authorization requests during the plan year,CPT,49568,Mplantation of mesh or other prosthesis for open incisional or ventral hernia repair or mesh for closure of debridement for necrotizing soft tissue infection (list separately in addition to code for the incisional or ventral hernia repair),3,0,,0.086561112,0.78579861,,1,2,,NA,NA,NA
4789,Carrier B,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,63047,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; lumbar",5,1,,2.791348054,117.0430522,,1,4,,NA,NA,NA
4790,Carrier B,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,22612,"Arthrodesis, posterior or posterolateral technique, single level; lumbar (with lateral transverse technique, when performed)",5,1,,2.791348054,78.1373829,,1,4,,NA,NA,NA
4791,Carrier B,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,20931,"Allograft, structural, for spine surgery only (list separately in addition to code for primary procedure)",2,1,,2.791348054,289.3120186,,1,1,,NA,NA,NA
4792,Carrier B,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",1,1,,,115.2717814,,,1,,NA,NA,NA
4793,Carrier B,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",1,1,,,115.2717814,,,1,,NA,NA,NA
4794,Carrier B,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,37215,"Transcatheter placement of intravascular stent(s), cervical carotid artery, open or percutaneous, including angioplasty, when performed, and radiological supervision and interpretation; with distal embolic protection",1,1,,,0.694999999,,,1,,NA,NA,NA
4795,Carrier B,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,63030,"Laminotomy (hemilaminectomy), with decompression of nerve root(s), including partial facetectomy, foraminotomy and/or excision of herniated intervertebral disc; 1 interspace, lumbar",1,1,,,93.06694444,,,1,,NA,NA,NA
4796,Carrier B,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,22610,"Arthrodesis, posterior or posterolateral technique, single level; thoracic (with lateral transverse technique, when performed)",1,1,,,97.46275917,,,1,,NA,NA,NA
4797,Carrier B,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,22633,"Arthrodesis, combined posterior or posterolateral technique with posterior interbody technique including laminectomy and/or discectomy sufficient to prepare interspace (other than for decompression), single interspace and segment; lumbar",1,1,,,289.3120186,,,1,,NA,NA,NA
4798,Carrier B,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,63001,"Laminectomy with exploration and/or decompression of spinal cord and/or cauda equina, without facetectomy, foraminotomy or discectomy (eg, spinal stenosis), 1 or 2 vertebral segments; cervical",1,1,,,103.8729481,,,1,,NA,NA,NA
4799,Carrier B,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,63045,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; cervical",1,1,,,0.138055555,,,1,,NA,NA,NA
4800,Carrier B,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,63048,"Laminectomy, facetectomy and foraminotomy (unilateral or bilateral with decompression of spinal cord, cauda equina and/or nerve root[s], [eg, spinal or lateral recess stenosis]), single vertebral segment; each additional segment, cervical, thoracic, or lumbar (list separately in addition to code for primary procedure)",1,1,,,289.3120186,,,1,,NA,NA,NA
4801,Carrier B,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,22830,Exploration of spinal fusion,1,1,,,97.46275917,,,1,,NA,NA,NA
4802,Carrier B,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,47370,"Laparoscopy, surgical, ablation of 1 or more liver tumor(s); radiofrequency",1,1,,,0.015,,,1,,NA,NA,NA
4803,Carrier B,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,22843,"Posterior segmental instrumentation (eg, pedicle fixation, dual rods with multiple hooks and sublaminar wires); 7 to 12 vertebral segments (list separately in addition to code for primary procedure)",1,1,,,101.6552175,,,1,,NA,NA,NA
4804,Carrier B,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,49565,Repair recurrent incisional or ventral hernia; reducible,1,1,,,18.58944444,,,1,,NA,NA,NA
4805,Carrier B,2022,Inpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,63051,"Laminoplasty, cervical, with decompression of the spinal cord, 2 or more vertebral segments; with reconstruction of the posterior bony elements (including the application of bridging bone graft and non-segmental fixation devices [eg, wire, suture, mini-plates], when performed)",1,1,,,0.138055555,,,1,,NA,NA,NA
4806,Carrier B,2022,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the plan year,CPT,97110,"Therapeutic procedure, 1 or more areas, each 15 minutes; therapeutic exercises to develop strength and endurance, range of motion and flexibility",376,0.7,,,16.8683212,840,,376,2,NA,NA,NA
4807,Carrier B,2022,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the plan year,CPT,97140,"Manual therapy techniques (eg, mobilization/ manipulation, manual lymphatic drainage, manual traction), 1 or more regions, each 15 minutes",371,0.71,,,16.56013626,960,,371,1,NA,NA,NA
4808,Carrier B,2022,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the plan year,CPT,97530,"Therapeutic activities, direct (one-on-one) patient contact (use of dynamic activities to improve functional performance), each 15 minutes",275,0.67,,,19.31818752,720,,275,1,NA,NA,NA
4809,Carrier B,2022,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the plan year,CPT,93306,"Echo, transthoracic w/doppler, complete",263,0.9,,,7.545336257,4536,,263,1,NA,NA,NA
4810,Carrier B,2022,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the plan year,CPT,97112,"Therapeutic procedure, 1 or more areas, each 15 minutes; neuromuscular reeducation of movement, balance, coordination, kinesthetic sense, posture, and/or proprioception for sitting and/or standing activities",236,0.63,,,19.74551118,720,,236,1,NA,NA,NA
4811,Carrier B,2022,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the plan year,CPT,73721,"Mri, lower extremity any joint; wo contr",235,0.89,,20.66222222,5.891002268,960,1,234,1,NA,NA,NA
4812,Carrier B,2022,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the plan year,CPT,74176,Ct abd & pelvis,217,0.92,,0.072777778,6.737107843,1632,1,216,1,NA,NA,NA
4813,Carrier B,2022,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the plan year,CPT,72148,Mri of lumbar spine,151,0.84,,,8.820283224,,,151,,NA,NA,NA
4814,Carrier B,2022,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the plan year,CPT,70553,Mri of brain and further sequences,136,0.95,,,4.436449716,,,136,,NA,NA,NA
4815,Carrier B,2022,Outpatient Med-Surg,Codes with the highest total number of prior authorization requests during the plan year,HCPC,G0399,"Home sleep test (hst) with type iii portable monitor, unattended; minimum of 4 channels: 2 respiratory movement/airflow, 1 ecg/heart rate and 1 oxygen saturation",135,0.97,,,4.253513072,,,135,,NA,NA,NA
4816,Carrier B,2022,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,72156,Mri of cervical spine,28,1,,,1.575935185,,,28,,NA,NA,NA
4817,Carrier B,2022,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,72157,Mri of thoracic spine,17,1,,,0.037679739,,,17,,NA,NA,NA
4818,Carrier B,2022,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,93303,"Echo, transthoracic, complete cng",16,1,,,2.667864584,,,16,,NA,NA,NA
4819,Carrier B,2022,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,29823,"Arthroscopy, shoulder, surgical; debridement, extensive, 3 or more discrete structures (eg, humeral bone, humeral articular cartilage, glenoid bone, glenoid articular cartilage, biceps tendon, biceps anchor complex, labrum, articular capsule, articular si",15,1,,,57.91622694,,,15,,NA,NA,NA
4820,Carrier B,2022,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,81162,"Brca1 (brca1, dna repair associated), brca2 (brca2, dna repair associated) (eg, hereditary breast and ovarian cancer) gene analysis; full sequence analysis and full duplication/deletion analysis (ie, detection of large gene rearrangements)",11,1,,,18.944518,,,11,,NA,NA,NA
4821,Carrier B,2022,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,77338,"Multi-leaf collimator (mlc) device(s) for intensity modulated radiation therapy (imrt), design and construction per imrt plan",11,1,,0.985416666,7.284476667,,2,9,,NA,NA,NA
4822,Carrier B,2022,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,77301,"Intensity modulated radiotherapy plan, including dose-volume histograms for target and critical structure partial tolerance specifications",10,1,,0.985277778,7.874306945,,2,8,,NA,NA,NA
4823,Carrier B,2022,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,70480,"Ct, orbit, sella or pos fos wo contrast",10,1,,,1.978555555,,,10,,NA,NA,NA
4824,Carrier B,2022,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,70498,"Cta, neck, w/o cntrst flwd by cntrst",10,1,,,3.707416667,,,10,,NA,NA,NA
4825,Carrier B,2022,Outpatient Med-Surg,Codes with the highest percentage of approved prior authorization requests during the plan year,CPT,70543,Mri orb/fc/nck w/o cntrst flwd cntr,10,1,,,6.893388889,,,10,,NA,NA,NA
4826,Carrier B,2022,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,HCPC,L8614,"Cochlear device, includes all internal and external components",1,,1,,674.5363889,,,1,,NA,NA,NA
4827,Carrier B,2022,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,69930,"Cochlear device implantation, with or without mastoidectomy",1,,1,,674.5363889,,,1,,NA,NA,NA
4828,Carrier B,2022,Outpatient Med-Surg,Codes with the highest percentage of prior authorization requests that were initially denied and then subsequently approved on appeal,CPT,73721,"Mri, lower extremity any joint; wo contr",235,,0.01,20.66222222,5.891002268,960,1,234,1,NA,NA,NA
